,create_time,text,retweets,favorites,word_tokens,text_clean,polarity,subjectivity,sentiment_2,keywords
88,2020-10-19 17:07:48,"MAINERS FOR TRUMP! It was a great day at Dysart’s Service Center! With just 15 days left, it’s on, Maine! 🇺🇸 https://t.co/gU82ggtpfT",657,3272,22,mainers trump great day dysarts service center 15 days left maine,0.225,0.2833333333333333,positive,other
89,2020-10-19 16:19:10,RT @TeamTrump: Vice President @Mike_Pence: Do you trust a career politician or a proven jobs creator to revive our economy? https://t.co/pi…,1045,0,20,rt teamtrump vice president trust career politician proven jobs creator revive economy,0.0,0.0,neutral,other
90,2020-10-19 16:19:01,RT @TeamTrump: Vice President @Mike_Pence on the Joe Biden planning to pack the Supreme Court: “When you’re running for the highest office…,658,0,21,rt teamtrump vice president joe biden planning pack supreme court youre running highest office,0.0,0.0,neutral,other
91,2020-10-19 16:18:55,RT @TeamTrump: Vice President @Mike_Pence: President @realDonaldTrump and I are not going to let Big Tech block the truth https://t.co/pyni…,1870,0,19,rt teamtrump vice president president realdonaldtrump going let big tech block truth,0.0,0.1,neutral,other
92,2020-10-19 16:13:42,"RT @TeamTrump: LIVE: Vice President Pence in Hermon, ME #Maine

Text VOTE to 88022 https://t.co/z1IlabO6VD",1133,0,14,rt teamtrump live vice president pence hermon maine text vote 88022,0.13636363636363635,0.5,positive,other
93,2020-10-19 15:21:46,RT @mainegop: HAPPENING NOW: @Governor_LePage rallies a packed house in Hermon ahead of @VP! Calls on everyone to vote for the @GOP up and…,305,0,22,rt mainegop happening rallies packed house hermon ahead vp calls everyone vote gop,0.0,0.0,neutral,other
94,2020-10-19 15:21:10,"RT @mainegop: It’s 10:55AM and the line still goes on forever! Mainers are pumped to see Pence! 

It’s a packed house here at Dysart’s to s…",476,0,27,rt mainegop line still goes forever mainers pumped see pence packed house dysarts,0.0,0.0,neutral,other
95,2020-10-19 15:20:38,"Hello Maine! Let’s Make America Great Again with a pro-jobs, pro-opportunity, and pro-America President in the @WhiteHouse!",4377,23694,15,hello maine lets make america great president whitehouse,1.0,0.75,positive,other
96,2020-10-19 14:47:09,"RT @TeamTrump: TODAY: Watch Vice President @Mike_Pence's Remarks from Hermon, Maine at 11:30 am ET!

RSVP: https://t.co/yXDIvcV5zL

#TeamTr…",425,0,15,rt teamtrump today watch vice president remarks hermon maine et rsvp teamtr,0.0,0.0,neutral,other
97,2020-10-19 14:45:05,So many American patriots in Maine ready for four more years of President @realDonaldTrump! See you soon! https://t.co/YLvePlCWsc,4153,20583,18,many american patriots maine ready four years president realdonaldtrump see soon,0.3703125,0.375,positive,other
98,2020-10-19 14:20:38,MAKE AMERICA GREAT AGAIN! 🇺🇸 https://t.co/gvF0ZGO6JU,4071,23262,5,make america great,1.0,0.75,positive,other
99,2020-10-19 14:16:03,Wheels up to Maine! 15 days left until we re-elect President @realDonaldTrump for four more years of America FIRST!… https://t.co/H5utet5KBY,1988,11072,18,wheels maine 15 days left president realdonaldtrump four years america first,0.25,0.25,positive,other
100,2020-10-19 01:08:30,https://t.co/9AwvkAT3kt,646,4178,1,,0.0,0.0,neutral,other
101,2020-10-19 01:08:20,RT @realDonaldTrump: https://t.co/ResTvtIIr5,25987,0,3,rt realdonaldtrump,0.0,0.0,neutral,other
102,2020-10-19 01:07:20,https://t.co/AxNuwQpIWc,883,5874,1,,0.0,0.0,neutral,other
